personId,title1,title2,title3,title4,title5
-3922165526049430121,Cinco competências comportamentais para você ser um bom líder,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",A minha viagem à Maternidade #tetodomundo,Livro: Retrospectivas Divertidas,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor
-3919588699192903305,Cinco competências comportamentais para você ser um bom líder,O que você deve fazer para se tornar um líder melhor?,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Livro: Retrospectivas Divertidas,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor
-3918235718539456385,Cinco competências comportamentais para você ser um bom líder,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor,Custo do Erro - Cinco motivos para investir em automação de testes,Former Google career coach shares a visual trick for figuring out what to do with your life
-3903708422224520066,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Livro: Retrospectivas Divertidas,10 Modern Software Over-Engineering Mistakes,Custo do Erro - Cinco motivos para investir em automação de testes,Former Google career coach shares a visual trick for figuring out what to do with your life
-3896187702811204367,"Ganhe 6 meses de acesso ao Pluralsight, maior plataforma de treinamento online",Um bilhão de arquivos mostram quem vence a disputa tabs vs. espaços entre programadores,Things you probably didn't know you could do with Chrome's Developer Console,Why Programmers Want Private Offices,Don't document your code. Code your documentation.
-3862340787975219254,"Ganhe 6 meses de acesso ao Pluralsight, maior plataforma de treinamento online","Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Inteligência artificial da IBM criou 'trailer perfeito' para filme,Don't document your code. Code your documentation.,Former Google career coach shares a visual trick for figuring out what to do with your life
-3842000768177268018,"Inovador, Nubank ganha prêmio no Vale do Silício | EXAME.com",Top 10 Intranet Trends of 2016,The brilliant mechanics of Pokémon Go,Ray Kurzweil: The world isn't getting worse - our information is getting better,Former Google career coach shares a visual trick for figuring out what to do with your life
-3834559600071441352,Android Developers Summer Reading List,Advanced Android Espresso,"Espresso Intents: não é magia, é tecnologia! - Android Dev BR",What makes a good (Android) Software Engineer,Don't document your code. Code your documentation.
-3815514359891076081,Cinco competências comportamentais para você ser um bom líder,Como resolver conflitos no ambiente corporativo us,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Livro: Retrospectivas Divertidas,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor
-3815225870990439471,Cinco competências comportamentais para você ser um bom líder,O que você deve fazer para se tornar um líder melhor?,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Livro: Retrospectivas Divertidas,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor
-3808141682397656195,Cinco competências comportamentais para você ser um bom líder,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Livro: Retrospectivas Divertidas,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor,Former Google career coach shares a visual trick for figuring out what to do with your life
-3806521031040937656,"Ganhe 6 meses de acesso ao Pluralsight, maior plataforma de treinamento online","Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Livro: Retrospectivas Divertidas,Discutindo Devops na Prática,Don't document your code. Code your documentation.
-3792382538520905414,Aposta na inovação,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Livro: Retrospectivas Divertidas,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor,Former Google career coach shares a visual trick for figuring out what to do with your life
-3765908696018622270,Coder | Drupal.org,Developers can run Bash Shell and user-mode Ubuntu Linux binaries on Windows 10,"Ganhe 6 meses de acesso ao Pluralsight, maior plataforma de treinamento online","Waterwheel, the Drupal SDK Ecosystem",What to look for in a code review 
-3754740674364199788,Aplicativo gratuito permite gerenciar Consórcio Honda diretamente do celular - Notícias - Auto Estrada,Programa de Demissão Voluntária na Moto Honda tem mais de 500 adesões,Senado lança enquete para saber se você é contra ou a favor a franquia de dados para internet fixa,Quinzena tem a melhor venda diária do ano,How it feels to learn Javascript in 2016
-3723994188139150135,Embracing Agile,Speeding up ReSharper (and Visual Studio),"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Ray Kurzweil: The world isn't getting worse - our information is getting better,Introducing JIRA Software for iPhone
-3707046244070418512,"Ganhe 6 meses de acesso ao Pluralsight, maior plataforma de treinamento online","Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Ray Kurzweil: The world isn't getting worse - our information is getting better,Um bilhão de arquivos mostram quem vence a disputa tabs vs. espaços entre programadores,How it feels to learn Javascript in 2016
-3696538850054062306,A minha viagem à Maternidade #tetodomundo,Livro: Retrospectivas Divertidas,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor,Ray Kurzweil: The world isn't getting worse - our information is getting better,Former Google career coach shares a visual trick for figuring out what to do with your life
-3687079152644990551,Coder | Drupal.org,Developers can run Bash Shell and user-mode Ubuntu Linux binaries on Windows 10,"Ganhe 6 meses de acesso ao Pluralsight, maior plataforma de treinamento online",15 minutos sobre Docker,Don't document your code. Code your documentation.
-3683161502313045202,Mobile marketing statistics 2016,Ray Kurzweil: The world isn't getting worse - our information is getting better,The future of the shopping mall,UX ou UI?,Former Google career coach shares a visual trick for figuring out what to do with your life
-3671569832980816109,Cinco competências comportamentais para você ser um bom líder,O que você deve fazer para se tornar um líder melhor?,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Livro: Retrospectivas Divertidas,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor
-3659018663421577879,Cinco competências comportamentais para você ser um bom líder,O que você deve fazer para se tornar um líder melhor?,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Livro: Retrospectivas Divertidas,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor
-3643155458357242906,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Livro: Retrospectivas Divertidas,10 Modern Software Over-Engineering Mistakes,Seja esperto no trabalho: Melhore a comunicação na empresa com 12 robôs,Don't document your code. Code your documentation.
-3637188778150475975,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Arquitetura de Microserviços habilitando APIs - Sensedia,Don't document your code. Code your documentation.,Former Google career coach shares a visual trick for figuring out what to do with your life,When to make a Git Commit
-3630934602147394347,Como são escrita as risadas em japonês? - Suki Desu,'We've realized a ten-year strategy goal in one year',Ray Kurzweil: The world isn't getting worse - our information is getting better,Seja esperto no trabalho: Melhore a comunicação na empresa com 12 robôs,Seniority
-3626028832820976226,Um bilhão de arquivos mostram quem vence a disputa tabs vs. espaços entre programadores,Android Studio 2.2,Why Learning Angular 2 Was Excruciating,Shopping em BH terá fazenda urbana de 2.700 m²,Former Google career coach shares a visual trick for figuring out what to do with your life
-3624328811734325188,O que o GitHub tem a nos dizer sobre os estereótipos entre programadores | Tecnoblog,Ray Kurzweil: The world isn't getting worse - our information is getting better,10 Modern Software Over-Engineering Mistakes,Don't document your code. Code your documentation.,Former Google career coach shares a visual trick for figuring out what to do with your life
-3624328531509974041,Anti-If: The missing patterns,"The code that took America to the moon was just published to GitHub, and it's like a 1960s time capsule",10 Modern Software Over-Engineering Mistakes,Seja esperto no trabalho: Melhore a comunicação na empresa com 12 robôs,New MacBook Pro is not a Laptop for Developers Anymore
-3622247491936204151,Cinco competências comportamentais para você ser um bom líder,O que você deve fazer para se tornar um líder melhor?,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Livro: Retrospectivas Divertidas,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor
-3620817660824718175,ITA está oferecendo 10 cursos gratuitos a distância - Engenharia é:,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Livro: Retrospectivas Divertidas,Custo do Erro - Cinco motivos para investir em automação de testes,Former Google career coach shares a visual trick for figuring out what to do with your life
-3615447949172121990,How to Get a Job at Google,The brilliant mechanics of Pokémon Go,Custo do Erro - Cinco motivos para investir em automação de testes,7 Vital SEO Trends for Google Rankings in 2017 | Digital Current,Former Google career coach shares a visual trick for figuring out what to do with your life
-3607418154433191576,ITA está oferecendo 10 cursos gratuitos a distância - Engenharia é:,"Inovador, Nubank ganha prêmio no Vale do Silício | EXAME.com",Por que o segundo maior banco da Alemanha decidiu entrar no Brasil com R$ 240 milhões?,Abrimos uma conta no Original.,Google Ranking Factors: The Complete List
-3598766333334489248,Seja esperto no trabalho: Melhore a comunicação na empresa com 12 robôs,Why Programmers Want Private Offices,Seniority,Don't document your code. Code your documentation.,Former Google career coach shares a visual trick for figuring out what to do with your life
-3596626804281480007,"Ganhe 6 meses de acesso ao Pluralsight, maior plataforma de treinamento online","Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Livro: Retrospectivas Divertidas,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor,10 Modern Software Over-Engineering Mistakes
-3595444231792050977,"Ganhe 6 meses de acesso ao Pluralsight, maior plataforma de treinamento online",Seja esperto no trabalho: Melhore a comunicação na empresa com 12 robôs,Why Programmers Want Private Offices,Don't document your code. Code your documentation.,Former Google career coach shares a visual trick for figuring out what to do with your life
-3557021596086011525,Aplicativo gratuito permite gerenciar Consórcio Honda diretamente do celular - Notícias - Auto Estrada,Programa de Demissão Voluntária na Moto Honda tem mais de 500 adesões,Senado lança enquete para saber se você é contra ou a favor a franquia de dados para internet fixa,Quinzena tem a melhor venda diária do ano,How it feels to learn Javascript in 2016
-3541787362373960040,Seja esperto no trabalho: Melhore a comunicação na empresa com 12 robôs,Why Programmers Want Private Offices,Arquitetura de Microserviços habilitando APIs - Sensedia,Don't document your code. Code your documentation.,When to make a Git Commit
-3535274684588209118,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Livro: Retrospectivas Divertidas,Ray Kurzweil: The world isn't getting worse - our information is getting better,10 Modern Software Over-Engineering Mistakes,Um bilhão de arquivos mostram quem vence a disputa tabs vs. espaços entre programadores
-3520426145036898999,Seja esperto no trabalho: Melhore a comunicação na empresa com 12 robôs,Why Programmers Want Private Offices,New MacBook Pro is not a Laptop for Developers Anymore,Don't document your code. Code your documentation.,When to make a Git Commit
-3518675459495383252,Cinco competências comportamentais para você ser um bom líder,O que você deve fazer para se tornar um líder melhor?,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Livro: Retrospectivas Divertidas,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor
-3508202263850468997,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Ray Kurzweil: The world isn't getting worse - our information is getting better,10 Modern Software Over-Engineering Mistakes,Um bilhão de arquivos mostram quem vence a disputa tabs vs. espaços entre programadores,Former Google career coach shares a visual trick for figuring out what to do with your life
-3500661007957156229,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",A minha viagem à Maternidade #tetodomundo,Livro: Retrospectivas Divertidas,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor,Ray Kurzweil: The world isn't getting worse - our information is getting better
-3474152259371895547,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",The brilliant mechanics of Pokémon Go,Ray Kurzweil: The world isn't getting worse - our information is getting better,10 Modern Software Over-Engineering Mistakes,Former Google career coach shares a visual trick for figuring out what to do with your life
-3466571388255450931,"Ganhe 6 meses de acesso ao Pluralsight, maior plataforma de treinamento online",Livro: Retrospectivas Divertidas,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor,Ray Kurzweil: The world isn't getting worse - our information is getting better,Former Google career coach shares a visual trick for figuring out what to do with your life
-3466039595643284366,"Ganhe 6 meses de acesso ao Pluralsight, maior plataforma de treinamento online",Um bilhão de arquivos mostram quem vence a disputa tabs vs. espaços entre programadores,Seja esperto no trabalho: Melhore a comunicação na empresa com 12 robôs,Don't document your code. Code your documentation.,Former Google career coach shares a visual trick for figuring out what to do with your life
-3458422503840091409,"Ganhe 6 meses de acesso ao Pluralsight, maior plataforma de treinamento online",Um bilhão de arquivos mostram quem vence a disputa tabs vs. espaços entre programadores,Seja esperto no trabalho: Melhore a comunicação na empresa com 12 robôs,Mastering Bash and Terminal,Former Google career coach shares a visual trick for figuring out what to do with your life
-3452896239697713851,How to augment your career with leadership coaching,O que você deve fazer para se tornar um líder melhor?,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Livro: Retrospectivas Divertidas,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor
-3427616314367978347,"Inovador, Nubank ganha prêmio no Vale do Silício | EXAME.com","Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",The brilliant mechanics of Pokémon Go,Livro: Retrospectivas Divertidas,Former Google career coach shares a visual trick for figuring out what to do with your life
-3424085881110247816,"Welcome to GoogleBank, Facebook Bank, Amazon Bank, and Apple Bank - Enrique Dans",Livro: Retrospectivas Divertidas,Ray Kurzweil: The world isn't getting worse - our information is getting better,Ranking das maiores seguradoras da Europa - 2015 | Sonho Seguro,Former Google career coach shares a visual trick for figuring out what to do with your life
-3416264867487266035,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Livro: Retrospectivas Divertidas,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor,Ray Kurzweil: The world isn't getting worse - our information is getting better,Don't document your code. Code your documentation.
-3410401356987328689,Cinco competências comportamentais para você ser um bom líder,O que você deve fazer para se tornar um líder melhor?,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Livro: Retrospectivas Divertidas,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor
-3404190841749582304,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Seja esperto no trabalho: Melhore a comunicação na empresa com 12 robôs,Why Programmers Want Private Offices,Don't document your code. Code your documentation.,Former Google career coach shares a visual trick for figuring out what to do with your life
-3390049372067052505,A minha viagem à Maternidade #tetodomundo,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor,10 Modern Software Over-Engineering Mistakes,Um bilhão de arquivos mostram quem vence a disputa tabs vs. espaços entre programadores,Former Google career coach shares a visual trick for figuring out what to do with your life
-3381527457560577265,ITA está oferecendo 10 cursos gratuitos a distância - Engenharia é:,Dicas avançadas de ruby (capybara/cucumber),Livro: Retrospectivas Divertidas,Como Usar o Git e o GitHub,BDD Best Practices and Guidelines - Testing Excellence
-3380175130925274514,Cinco competências comportamentais para você ser um bom líder,Aposta na inovação,Livro: Retrospectivas Divertidas,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor,Former Google career coach shares a visual trick for figuring out what to do with your life
-3376883282774348616,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",A minha viagem à Maternidade #tetodomundo,Livro: Retrospectivas Divertidas,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor,Former Google career coach shares a visual trick for figuring out what to do with your life
-3374649409463162440,"Ganhe 6 meses de acesso ao Pluralsight, maior plataforma de treinamento online",Livro: Retrospectivas Divertidas,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor,Don't document your code. Code your documentation.,Former Google career coach shares a visual trick for figuring out what to do with your life
-3362047598052899495,Um bilhão de arquivos mostram quem vence a disputa tabs vs. espaços entre programadores,Mastering Bash and Terminal,Don't document your code. Code your documentation.,Former Google career coach shares a visual trick for figuring out what to do with your life,When to make a Git Commit
-3359754325623847734,Cinco competências comportamentais para você ser um bom líder,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",A minha viagem à Maternidade #tetodomundo,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor,Custo do Erro - Cinco motivos para investir em automação de testes
-3359156065199608672,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Livro: Retrospectivas Divertidas,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor,Ray Kurzweil: The world isn't getting worse - our information is getting better,Um bilhão de arquivos mostram quem vence a disputa tabs vs. espaços entre programadores
-3352759316178227738,ITA está oferecendo 10 cursos gratuitos a distância - Engenharia é:,Livro: Retrospectivas Divertidas,Sua comunidade de Teste.,BDD Best Practices and Guidelines - Testing Excellence,Former Google career coach shares a visual trick for figuring out what to do with your life
-3344794336991778165,Cinco competências comportamentais para você ser um bom líder,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Livro: Retrospectivas Divertidas,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor,Ray Kurzweil: The world isn't getting worse - our information is getting better
-3339548862065982525,The End Of Apps As We Know Them - Inside Intercom,Designing smart notifications,Progressive Web App - first introduced on Google I/O | airberlin,UX ou UI?,A Googler analyzed a billion files to settle the programming dispute made famous by HBO's 'Silicon Valley'
-3333861147700991931,"Ganhe 6 meses de acesso ao Pluralsight, maior plataforma de treinamento online",Um bilhão de arquivos mostram quem vence a disputa tabs vs. espaços entre programadores,Why Programmers Want Private Offices,Discutindo Devops na Prática,Former Google career coach shares a visual trick for figuring out what to do with your life
-3325685634318512394,"Ganhe 6 meses de acesso ao Pluralsight, maior plataforma de treinamento online",Cinco competências comportamentais para você ser um bom líder,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor,UX ou UI?
-3325508780389598615,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Livro: Retrospectivas Divertidas,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor,Custo do Erro - Cinco motivos para investir em automação de testes,Don't document your code. Code your documentation.
-3322908086840558280,"Ganhe 6 meses de acesso ao Pluralsight, maior plataforma de treinamento online",Livro: Retrospectivas Divertidas,Um bilhão de arquivos mostram quem vence a disputa tabs vs. espaços entre programadores,"The Languages, Frameworks and Tools You Should Learn in 2017","Google Cloud Platform icons and sample architectural diagrams, for your designing pleasure"
-3312348638382721804,ITA está oferecendo 10 cursos gratuitos a distância - Engenharia é:,Sua comunidade de Teste.,Como Usar o Git e o GitHub,BDD Best Practices and Guidelines - Testing Excellence,Custo do Erro - Cinco motivos para investir em automação de testes
-3295609019604191449,How to augment your career with leadership coaching,A minha viagem à Maternidade #tetodomundo,Livro: Retrospectivas Divertidas,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor,Former Google career coach shares a visual trick for figuring out what to do with your life
-3275942195366018617,O que você deve fazer para se tornar um líder melhor?,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",A minha viagem à Maternidade #tetodomundo,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor,Former Google career coach shares a visual trick for figuring out what to do with your life
-3259429699494042554,Quando o Scrum irá falhar - Tableless,Android Developers Summer Reading List,"Sompo Seguros aproveita ""onda"" do Pokémon Go para alertar sobre segurança no trânsito | Sonho Seguro",Itaú Unibanco fecha compra de ativos de varejo do Citi no Brasil,Former Google career coach shares a visual trick for figuring out what to do with your life
-3249945295915486865,"Inovador, Nubank ganha prêmio no Vale do Silício | EXAME.com",Abrimos uma conta no Original.,Bradesco lança serviço inédito para estimular o hábito de poupar,The Future of Digital Banking is Now,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor
-3247191585239311338,Java 9 na prática: Jigsaw,Introducing Kotlin support in Spring Framework 5.0,Discutindo Devops na Prática,Arquitetura de Microserviços habilitando APIs - Sensedia,Seniority
-3243733722016468044,Effective learning through code workshops | Box Blog,The brilliant mechanics of Pokémon Go,10 Modern Software Over-Engineering Mistakes,Don't document your code. Code your documentation.,Former Google career coach shares a visual trick for figuring out what to do with your life
-3230911339419872436,"Ganhe 6 meses de acesso ao Pluralsight, maior plataforma de treinamento online",10 Modern Software Over-Engineering Mistakes,Seja esperto no trabalho: Melhore a comunicação na empresa com 12 robôs,Don't document your code. Code your documentation.,Former Google career coach shares a visual trick for figuring out what to do with your life
-3216836291203563246,"Ganhe 6 meses de acesso ao Pluralsight, maior plataforma de treinamento online",Seja esperto no trabalho: Melhore a comunicação na empresa com 12 robôs,Seniority,Former Google career coach shares a visual trick for figuring out what to do with your life,When to make a Git Commit
-3209972853815463009,Visa lança desafio para startups de tecnologia - Startupi,Funcionários do mês no CoolHow: os Slackbots - CoolHow Creative Lab,Grupo de bancos adere à tecnologia do bitcoin em transações,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor,UX ou UI?
-3203894957285229214,"Ganhe 6 meses de acesso ao Pluralsight, maior plataforma de treinamento online",Ray Kurzweil: The world isn't getting worse - our information is getting better,10 Modern Software Over-Engineering Mistakes,Um bilhão de arquivos mostram quem vence a disputa tabs vs. espaços entre programadores,Don't document your code. Code your documentation.
-3196433790714486571,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",The brilliant mechanics of Pokémon Go,Livro: Retrospectivas Divertidas,Ray Kurzweil: The world isn't getting worse - our information is getting better,Former Google career coach shares a visual trick for figuring out what to do with your life
-3160777155871929764,Nubank e Goldman fecham parceria de R$ 200 milhões,"Inovador, Nubank ganha prêmio no Vale do Silício | EXAME.com",Livro: Retrospectivas Divertidas,Ray Kurzweil: The world isn't getting worse - our information is getting better,Former Google career coach shares a visual trick for figuring out what to do with your life
-3160634209682347872,Developing iOS 9 Apps with Swift - Curso grátis de Stanford no iTunes U,Clean Coder Blog,10 Modern Software Over-Engineering Mistakes,Inside The iPhone 7: Why Apple Killed The Headphone Jack,15 Awesome Sublime Text Plugins For Web Development
-3149181682396419557,"How I built an app with 500,000 users in 5 days on a $100 server",10 Modern Software Over-Engineering Mistakes,The Broken Window Theory,UX ou UI?,Um bilhão de arquivos mostram quem vence a disputa tabs vs. espaços entre programadores
-3138095816640178815,My favorite people and resources to learn Android programming from,15 minutos sobre Docker,Advanced Android Espresso,Java 8 Streams - A Deeper Approach About Performance Improvement,Don't document your code. Code your documentation.
-3137752856866387729,Drupal and ambitious digital experiences,Usando o git add interativo,20 Awesome PHP Libraries For Early 2017,Don't document your code. Code your documentation.,Former Google career coach shares a visual trick for figuring out what to do with your life
-3130517299527025526,Deputada mais jovem da Câmara silencia o plenário com lucidez do discurso (veja o vídeo),Copel faz propaganda genial sobre o Limite de Banda Larga residencial - Critical Hits,Monitoramento em tempo real com Elasticsearch e Kibana,"Sony Playstation 3 Fat 160gb - R$ 720,00",Former Google career coach shares a visual trick for figuring out what to do with your life
-3107690258526146180,You won't recognize the new world of digital payments without this report,Mobile marketing statistics 2016,"Welcome to GoogleBank, Facebook Bank, Amazon Bank, and Apple Bank - Enrique Dans",The brilliant mechanics of Pokémon Go,Ray Kurzweil: The world isn't getting worse - our information is getting better
-3097435095152083451,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",10 Modern Software Over-Engineering Mistakes,Johnson & Johnson comprará grupo suíço por US$ 30 bi,Former Google career coach shares a visual trick for figuring out what to do with your life,When to make a Git Commit
-3089736231378741206,Sua comunidade de Teste.,Como Usar o Git e o GitHub,BDD Best Practices and Guidelines - Testing Excellence,Um bilhão de arquivos mostram quem vence a disputa tabs vs. espaços entre programadores,Custo do Erro - Cinco motivos para investir em automação de testes
-3066526293290943446,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",A minha viagem à Maternidade #tetodomundo,Livro: Retrospectivas Divertidas,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor,Former Google career coach shares a visual trick for figuring out what to do with your life
-3057753924708856977,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Dicas avançadas de ruby (capybara/cucumber),Sua comunidade de Teste.,Como Usar o Git e o GitHub,Former Google career coach shares a visual trick for figuring out what to do with your life
-3055952319719418325,O que o GitHub tem a nos dizer sobre os estereótipos entre programadores | Tecnoblog,Um bilhão de arquivos mostram quem vence a disputa tabs vs. espaços entre programadores,Seja esperto no trabalho: Melhore a comunicação na empresa com 12 robôs,Don't document your code. Code your documentation.,Former Google career coach shares a visual trick for figuring out what to do with your life
-3051750834440989473,"Shuddle, the Uber-like service for getting your kids around, is shutting down tomorrow","Amazon open-sources its own deep learning software, DSSTNE",Por que o Walmart não é Walmart no Brasil,As compras e os hábitos dos brasileiros no shopping | EXAME.com,Amazon causa polêmica com serviço que faz entregas em 1 hora em Paris
-3032653531967760133,WeChat's competitor to Slack has arrived,"Deep Learning for Chatbots, Part 2 - Implementing a Retrieval-Based Model in Tensorflow",Uber China will reportedly merge with archrival Didi Chuxing,"Amazon still crushing cloud competition, says Gartner Magic Quadrant for IaaS - TechRepublic",WeChat's world
-3011221777935346594,WeChat's competitor to Slack has arrived,"How I built an app with 500,000 users in 5 days on a $100 server",Ray Kurzweil: The world isn't getting worse - our information is getting better,"Amazon still crushing cloud competition, says Gartner Magic Quadrant for IaaS - TechRepublic",Former Google career coach shares a visual trick for figuring out what to do with your life
-2987910693129502800,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",A minha viagem à Maternidade #tetodomundo,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor,Ray Kurzweil: The world isn't getting worse - our information is getting better,Former Google career coach shares a visual trick for figuring out what to do with your life
-2987249689651576371,ITA está oferecendo 10 cursos gratuitos a distância - Engenharia é:,Livro: Retrospectivas Divertidas,Sua comunidade de Teste.,Como Usar o Git e o GitHub,Custo do Erro - Cinco motivos para investir em automação de testes
-2979881261169775358,Pull request first - Practical Blend,Livro: Retrospectivas Divertidas,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor,Ray Kurzweil: The world isn't getting worse - our information is getting better,Former Google career coach shares a visual trick for figuring out what to do with your life
-2979537012405607453,Cinco competências comportamentais para você ser um bom líder,Ray Kurzweil: The world isn't getting worse - our information is getting better,10 Modern Software Over-Engineering Mistakes,Um bilhão de arquivos mostram quem vence a disputa tabs vs. espaços entre programadores,Custo do Erro - Cinco motivos para investir em automação de testes
-2972186460377920790,Agile: Falta competência nos testes,Sua comunidade de Teste.,Como Usar o Git e o GitHub,BDD Best Practices and Guidelines - Testing Excellence,Custo do Erro - Cinco motivos para investir em automação de testes
-2963498984503943298,The need to lead in data and analytics,Como resolver conflitos no ambiente corporativo us,Mobile marketing statistics 2016,Meio&Mensagem,Can Accenture Take Over Advertising?
-2943723574695001529,Cinco competências comportamentais para você ser um bom líder,O que você deve fazer para se tornar um líder melhor?,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Livro: Retrospectivas Divertidas,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor
-2936612463070256553,A minha viagem à Maternidade #tetodomundo,Livro: Retrospectivas Divertidas,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor,Ray Kurzweil: The world isn't getting worse - our information is getting better,Former Google career coach shares a visual trick for figuring out what to do with your life
-2926609622227216860,Seja esperto no trabalho: Melhore a comunicação na empresa com 12 robôs,15 minutos sobre Docker,Why Programmers Want Private Offices,Arquitetura de Microserviços habilitando APIs - Sensedia,Don't document your code. Code your documentation.
