userId,rec_1,rec_2,rec_3,rec_4,rec_5
-8093344434152153830,"Google anuncia MODE, pulseiras com tecnologia snap-and-swap para Android Wear | Google Discovery",Aplicativos do Android agora podem reagir com o ambiente | Google Discovery,Ouça a música criada pela inteligência artificial do Google | Google Discovery,Google lança experimentos com inteligência artificial | Google Discovery,Sons de animais na busca do Google | Google Discovery
-2399792467181202454,TI Bimodal? Receita para o desastre...,[Books] Biblioteca FIXE: Sugestões de Leitura,OKR e meta: minha experiência no Runrun.it,"Empresas brasileiras correm para ""ajustar"" cultura interna | EXAME.com",Por que os CEOs devem apostar grande no digital (ou voltar pra casa) - CIO
8564966018298805108,The Importance of Code Reviews,"A whole new GitHub Universe: announcing new tools, forums, and features",What to look for in a code review ,Dark Scrum,How We Lost 47% of Our Users After a Redesign | Icons8
7302126548210559734,Deep Learning Demystified,A Beginner's Guide To Understanding Convolutional Neural Networks,ŷhat | Classifying handwritten digits using TensorFlow,Number plate recognition with Tensorflow,"Deep Learning for Chatbots, Part 2 - Implementing a Retrieval-Based Model in Tensorflow"
1493119272824026132,Leveling Up Your JavaScript -,What to look for in a code review ,The Importance of Code Reviews,Writing good code: how to reduce the cognitive load of your code,The Joel Test: 12 Steps to Better Code
8250502084456448386,Microsoft to acquire LinkedIn,"Microsoft adquire LinkedIn por US$ 26,2 bilhões",Deck describing how MSFT plans to use Linkedin,Startups matam. E suas vítimas são as empresas que ainda não entendem o que é a Economia do Acesso,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre
-4384580909851654688,8 Best Machine Learning Cheat Sheets,[Videos] Bill Gross: The single biggest reason why startups succeed,Hintjens.com,Java 8 Best Practices Cheat Sheet,Promises | Web Fundamentals - Google Developers
7100169606506886592,The Importance of Code Reviews,"A whole new GitHub Universe: announcing new tools, forums, and features",What to look for in a code review ,Dark Scrum,How We Lost 47% of Our Users After a Redesign | Icons8
5705041016417759824,How bot-to-bot could soon replace APIs,To bot or not to bot,Introduction To Chatbots,Facebook Messenger bots are here and they want to kill apps,Why 2016 is shaping up to be the Year of the Bot
-1848938642635494958,The Importance of Code Reviews,"A whole new GitHub Universe: announcing new tools, forums, and features",What to look for in a code review ,Dark Scrum,How We Lost 47% of Our Users After a Redesign | Icons8
-3659018663421577879,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,Dicas para aumentar produtividade: 14 dicas incríveis.,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,7 motivos para você acordar às 5 da manhã - Tudo Pela Arte,Vídeos motivacionais: os 21 vídeos mais incríveis.
-2979537012405607453,Amazon just released a Dash button for AWS IoT,Amazon Widens Its Push-Button E-Commerce Horizons,"Amazon still crushing cloud competition, says Gartner Magic Quadrant for IaaS - TechRepublic",Amazon takes on PayPal and others with launch of Amazon Payments partner program,BEHOLD Amazon One - the first cargo airplane with that famous Amazon smile
7555752854236030786,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,Dicas para aumentar produtividade: 14 dicas incríveis.,Olhando para o futuro: 5 pontos de atenção,Especialistas trazem tendências de UX para 2017 - KingHost,Startups matam. E suas vítimas são as empresas que ainda não entendem o que é a Economia do Acesso
-2337468721613240548,Digital Tool as Strategic Enabler for Banking Transformation,Banking Needs a Customer Experience Wake-Up Call,Why the customer experience matters,"Say goodbye to traditional customer segmentation "" Banking Technology",Linking the customer experience to value
3494915559963121377,The Importance of Code Reviews,Effective learning through code workshops | Box Blog,Leveling Up Your JavaScript -,Don't document your code. Code your documentation.,What to look for in a code review 
3106760029136205156,Ahead of the curve: The future of performance management,7 Tips to Create a Company Learning Culture like Google - Without Resources,5 reasons your employees aren't sharing their knowledge,Research: Why Best Practices Don't Translate Across Cultures,Building A Better Workforce: 5 Talent Trends Worth Watching
8663735706448940860,"Apple launches Safari Technology Preview, a browser for developers including experimental web features",[Tools] Trello Custom Fields: How To Maximize Your Board Workflow - Trello Blog,Browser Trends December 2016: Mobile Overtakes Desktop,Now sites can fingerprint you online even when you use multiple browsers,Leveling Up Your JavaScript -
-6195985550971229641,A minha viagem à Maternidade #tetodomundo,O dia em que tive mais medo de estar errada.,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,Fazer coisas acontecerem: Os 3 Mindsets que te ajudarão,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre
-2922237472410262877,10 Free Screen Readers For Blind Or Visually Impaired Users - Usability Geek,My Approach to Mobile Accessibility Testing - Ministry of Testing,"What's new in Android: the N-Release, Virtual Reality, Android Studio 2.2 and more | Android Developers Blog",Addressing Accessibility for the Web,8 things to expect from Google's biggest event of the year
-2820994773540913369,Black Friday salva o ano do e-commerce,"Conheça as ferramentas digitais que utilizo na minha empresa para resolver problemas, tornar o...",Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,A saga do jovem CEO da Dasa,"Carros de luxo em alta, mas o alerta está aceso"
-3557021596086011525,A minha viagem à Maternidade #tetodomundo,O dia em que tive mais medo de estar errada.,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,Fazer coisas acontecerem: Os 3 Mindsets que te ajudarão,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre
-4654217101618903973,Raspberry Pi with cloud vision at Google I/O - Raspberry Pi,Why image recognition is about to transform business,Introducing Style Detection for Google Cloud Vision API,Most Interesting APIs in 2016: Cognitive Computing,"Google Cloud Machine Learning family grows with new API, editions and pricing"
-5281916878353077993,Raspberry Pi with cloud vision at Google I/O - Raspberry Pi,Why image recognition is about to transform business,Introducing Style Detection for Google Cloud Vision API,Most Interesting APIs in 2016: Cognitive Computing,"Google Cloud Machine Learning family grows with new API, editions and pricing"
-485491685721852725,Ahead of the curve: The future of performance management,Five priorities for competing in an era of digital globalization,How to Create a Unified Culture in a Company With Multiple Offices,Building organizational capabilities: McKinsey Global Survey results,Changing change management
-7103674836099895927,Raspberry Pi with cloud vision at Google I/O - Raspberry Pi,Why image recognition is about to transform business,Introducing Style Detection for Google Cloud Vision API,Most Interesting APIs in 2016: Cognitive Computing,"Google Cloud Machine Learning family grows with new API, editions and pricing"
-3687079152644990551,7 Mistakes Most Beginners Make When A/B Testing,How Netflix does A/B Testing - uxdesign.cc - User Experience Design,How Netflix does A/B testing - InVision Blog,Why 5 is the magic number for UX usability testing,Choosing Modules and Themes for Drupal 8
-5070718731712624222,Raspberry Pi with cloud vision at Google I/O - Raspberry Pi,Why image recognition is about to transform business,Introducing Style Detection for Google Cloud Vision API,Most Interesting APIs in 2016: Cognitive Computing,"Google Cloud Machine Learning family grows with new API, editions and pricing"
7048619884024295715,Dicionário de Segurês,Seguro de Pessoas,MOBILE TIME - Youse: seguradora digital se diferencia através da interface móvel,Startups apostam em aplicativos que conectam fretes e caminhoneiros,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre
5758100189335708355,Dicionário de Segurês,Seguro de Pessoas,MOBILE TIME - Youse: seguradora digital se diferencia através da interface móvel,Startups apostam em aplicativos que conectam fretes e caminhoneiros,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre
-7611460419696903236,Blockchain CEO's Business Advice on Bitcoin Startups,Are you a bitcoin denialist? - Chris Skinner's blog,Governments vs Bitcoin: A Fight For Control,Bitit Launches to Solve Bitcoin Biggest Issues - Accessibility and Fraud,"Our Goal is to Replace Your Need for a Bank, Says Blockchain Co-Founder and CEO Nicolas Cary"
-3615447949172121990,Raspberry Pi with cloud vision at Google I/O - Raspberry Pi,Why image recognition is about to transform business,Introducing Style Detection for Google Cloud Vision API,Most Interesting APIs in 2016: Cognitive Computing,"Google Cloud Machine Learning family grows with new API, editions and pricing"
-4951299570479013427,Dicionário de Segurês,Seguro de Pessoas,MOBILE TIME - Youse: seguradora digital se diferencia através da interface móvel,Startups apostam em aplicativos que conectam fretes e caminhoneiros,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre
-1352542225971050638,Google Cloud Platform: The smart person's guide - TechRepublic,Now playing: New ISO security and privacy certifications for Google Cloud Platform,Advancing enterprise database workloads on Google Cloud Platform,Spotify chooses Google Cloud Platform to power data infrastructure,The five phases of migrating to Google Cloud Platform
8006128198708352549,Raspberry Pi with cloud vision at Google I/O - Raspberry Pi,Why image recognition is about to transform business,Introducing Style Detection for Google Cloud Vision API,Most Interesting APIs in 2016: Cognitive Computing,"Google Cloud Machine Learning family grows with new API, editions and pricing"
-300596929621183623,Raspberry Pi with cloud vision at Google I/O - Raspberry Pi,Why image recognition is about to transform business,Introducing Style Detection for Google Cloud Vision API,Most Interesting APIs in 2016: Cognitive Computing,"Google Cloud Machine Learning family grows with new API, editions and pricing"
3473361105920727710,Raspberry Pi with cloud vision at Google I/O - Raspberry Pi,Why image recognition is about to transform business,Introducing Style Detection for Google Cloud Vision API,Most Interesting APIs in 2016: Cognitive Computing,"Google Cloud Machine Learning family grows with new API, editions and pricing"
8862260182894039021,Ahead of the curve: The future of performance management,Five priorities for competing in an era of digital globalization,How to Create a Unified Culture in a Company With Multiple Offices,Building organizational capabilities: McKinsey Global Survey results,Changing change management
27448098970818567,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,"Em 2017 será possível ignorar totalmente o cartão físico, garante Itaú",Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,A reunião secreta em que Wall Street testou dinheiro digital | EXAME.com,O Brasil das fintechs: conheça startups nacionais que podem fazer você sair dos bancos
301435144665447655,The Importance of Code Reviews,"A whole new GitHub Universe: announcing new tools, forums, and features",What to look for in a code review ,Dark Scrum,How We Lost 47% of Our Users After a Redesign | Icons8
2754566407772265068,"Empresas brasileiras correm para ""ajustar"" cultura interna | EXAME.com",Por que o Walmart não é Walmart no Brasil,[Books] Biblioteca FIXE: Sugestões de Leitura,O que é liderança? Liderança é fazer a diversidade funcionar.,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre
-5444121833218924829,C/C++ extension for Visual Studio Code,Support Ended for Eclipse Android Developer Tools,Visual Studio Code Now Supports Debugging of iOS Web Apps,Novidades do Android Studio 2.2,Android Studio 2.2
2146546851324474301,How will bots make money? Here are 7 business models,To bot or not to bot,Introducing Mini Courses with MS Chatbots,TechCrunch launches a personalized news recommendations bot on Facebook Messenger,How to Start a Telegram Bot With PHP
-483468163475294331,A minha viagem à Maternidade #tetodomundo,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,"SINAIS do FUTURO imediato: #1, internet das coisas",Minha passagem no Hackathon da Globo #bbb2017,Startups matam. E suas vítimas são as empresas que ainda não entendem o que é a Economia do Acesso
-7210005267264599337,A minha viagem à Maternidade #tetodomundo,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,"SINAIS do FUTURO imediato: #1, internet das coisas",Minha passagem no Hackathon da Globo #bbb2017,Startups matam. E suas vítimas são as empresas que ainda não entendem o que é a Economia do Acesso
-6382389075303370984,C/C++ extension for Visual Studio Code,Support Ended for Eclipse Android Developer Tools,Visual Studio Code Now Supports Debugging of iOS Web Apps,Novidades do Android Studio 2.2,Android Studio 2.2
4231150940887368692,C/C++ extension for Visual Studio Code,Support Ended for Eclipse Android Developer Tools,Visual Studio Code Now Supports Debugging of iOS Web Apps,Novidades do Android Studio 2.2,Android Studio 2.2
-4753128705824132934,C/C++ extension for Visual Studio Code,Support Ended for Eclipse Android Developer Tools,Visual Studio Code Now Supports Debugging of iOS Web Apps,Novidades do Android Studio 2.2,Android Studio 2.2
-6446031436716049889,C/C++ extension for Visual Studio Code,Support Ended for Eclipse Android Developer Tools,Visual Studio Code Now Supports Debugging of iOS Web Apps,Novidades do Android Studio 2.2,Android Studio 2.2
-2472976734554639184,Progressive Web App - first introduced on Google I/O | airberlin,"Practical advice for analysis of large, complex data sets",The Progress of Web Apps - On the Edge,The Business Case for Progressive Web Apps,Stop Trying to Monetize Your Data - Built to Adapt
5755601244020790176,C/C++ extension for Visual Studio Code,Support Ended for Eclipse Android Developer Tools,Visual Studio Code Now Supports Debugging of iOS Web Apps,Novidades do Android Studio 2.2,Android Studio 2.2
5220802546024427652,A Tale of 2 API Platforms - GGV Capital,The Rise of the API-based SaaS,Most Interesting APIs in 2016: Cognitive Computing,The Netflix Tech Blog: Engineering Trade-Offs and The Netflix API Re-Architecture,Assessing Salesforce's platform and ecosystem | ZDNet
2002083152443772042,A minha viagem à Maternidade #tetodomundo,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,"SINAIS do FUTURO imediato: #1, internet das coisas",Minha passagem no Hackathon da Globo #bbb2017,Startups matam. E suas vítimas são as empresas que ainda não entendem o que é a Economia do Acesso
1757579228100504390,C/C++ extension for Visual Studio Code,Support Ended for Eclipse Android Developer Tools,Visual Studio Code Now Supports Debugging of iOS Web Apps,Novidades do Android Studio 2.2,Android Studio 2.2
7977599065228355745,The Importance of Code Reviews,"A whole new GitHub Universe: announcing new tools, forums, and features",What to look for in a code review ,Dark Scrum,How We Lost 47% of Our Users After a Redesign | Icons8
-8004014040019183404,Why do you Fail at Growth Marketing and How to Solve it,NOW NEW NEXT: How growth champions create new value,7 Mistakes Most Beginners Make When A/B Testing,Microservices testing,How to Embrace Constant Change in Growth
-2385757031765501802,12 Agile principles,Do you want Crappy Agile?,Embracing Agile,The Joel Test: 12 Steps to Better Code,So long MVP. Hello Minimum Loveable Product.
6196511437047227700,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,O valor de seu trabalho de coaching vai depender de suas habilidades de acompanhamento - Harvard Business Review Brasil,Vídeos motivacionais: os 21 vídeos mais incríveis.,Cinco competências comportamentais para você ser um bom líder,O que é benchmarking? Veja quando um concorrente se torna inspiração!
7774613525190730745,Announcing new storage classes for Google Cloud Storage: simplifying the storage and management of hot and cold data,It's The Future,​Kubernetes 1.4: One DevOps tool to rule all the containers | ZDNet,How Kubernetes takes container workload portability to the next level,Kubernetes 1.3 on tap for Google Container Engine
6354670420844196172,These Are The 10 Most Purchased Brands in the World,"Have a Coke, take a photo and celebrate the Coke bottle's 100th anniversary using How-Old.net",How Coca-Cola Is Harvesting Innovation Energy From Startups,Coca-Cola reportedly closes Founders startup incubator,'We've realized a ten-year strategy goal in one year'
-4627026983118548639,BACK FROM THE DEAD - TrendWatching,5 Asian Trends for 2017,New Asia Trend Bulletin from TrendWatching | BUILT-IN BRANDS,5 Latin Trends for 2017 | TrendWatching,Mobile marketing statistics 2016
3694088851120856010,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,O valor de seu trabalho de coaching vai depender de suas habilidades de acompanhamento - Harvard Business Review Brasil,Vídeos motivacionais: os 21 vídeos mais incríveis.,Cinco competências comportamentais para você ser um bom líder,O que é benchmarking? Veja quando um concorrente se torna inspiração!
3856314584219831841,Google lança novos recursos para o Analytics,Business Intelligence: qual a melhor definição para o tema?,Gestão de Dados: 10 questões básicas sobre seu uso,Especialistas trazem tendências de UX para 2017 - KingHost,big data = real time
6971525809430309144,Announcing new storage classes for Google Cloud Storage: simplifying the storage and management of hot and cold data,It's The Future,​Kubernetes 1.4: One DevOps tool to rule all the containers | ZDNet,How Kubernetes takes container workload portability to the next level,Kubernetes 1.3 on tap for Google Container Engine
4112820676974012466,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,O valor de seu trabalho de coaching vai depender de suas habilidades de acompanhamento - Harvard Business Review Brasil,Vídeos motivacionais: os 21 vídeos mais incríveis.,Cinco competências comportamentais para você ser um bom líder,O que é benchmarking? Veja quando um concorrente se torna inspiração!
-7753289154322622303,Facebook says its new AI is almost as good as humans at understanding context,Why Deep Learning Is Suddenly Changing Your Life,Google Is About to Supercharge Its TensorFlow Open Source AI,Graph-powered Machine Learning at Google,Machine Learning for Designers
9109075639526981934,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,O valor de seu trabalho de coaching vai depender de suas habilidades de acompanhamento - Harvard Business Review Brasil,Vídeos motivacionais: os 21 vídeos mais incríveis.,Cinco competências comportamentais para você ser um bom líder,O que é benchmarking? Veja quando um concorrente se torna inspiração!
2736634093130347762,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,O valor de seu trabalho de coaching vai depender de suas habilidades de acompanhamento - Harvard Business Review Brasil,Vídeos motivacionais: os 21 vídeos mais incríveis.,Cinco competências comportamentais para você ser um bom líder,O que é benchmarking? Veja quando um concorrente se torna inspiração!
-6527231059484292598,Google lança novos recursos para o Analytics,Business Intelligence: qual a melhor definição para o tema?,Gestão de Dados: 10 questões básicas sobre seu uso,Especialistas trazem tendências de UX para 2017 - KingHost,big data = real time
674947025087085832,Google lança experimentos com inteligência artificial | Google Discovery,"Google anuncia MODE, pulseiras com tecnologia snap-and-swap para Android Wear | Google Discovery",Android irá recomendar aplicativos baseado na localização | Google Discovery,Google começa a preparar o Android para a chegada do Assistant | Google Discovery,App do Google Search para Android agora busca por músicas no Brasil | Google Discovery
-8853658195208337106,Google lança novos recursos para o Analytics,Business Intelligence: qual a melhor definição para o tema?,Gestão de Dados: 10 questões básicas sobre seu uso,Especialistas trazem tendências de UX para 2017 - KingHost,big data = real time
8323853447348356571,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,O valor de seu trabalho de coaching vai depender de suas habilidades de acompanhamento - Harvard Business Review Brasil,Vídeos motivacionais: os 21 vídeos mais incríveis.,Cinco competências comportamentais para você ser um bom líder,O que é benchmarking? Veja quando um concorrente se torna inspiração!
-510621402112686165,Meio&Mensagem,"O ponto de virada dos bancos vai demitir milhões e está próximo, diz Citi",Itaú Unibanco fecha compra de ativos de varejo do Citi no Brasil,"Bancos brasileiros aplicaram R$ 19,2 bilhões em esforços de TI em 2015",Mobile banking conquista o coração dos brasileiros
6034233372333743148,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,O valor de seu trabalho de coaching vai depender de suas habilidades de acompanhamento - Harvard Business Review Brasil,Vídeos motivacionais: os 21 vídeos mais incríveis.,Cinco competências comportamentais para você ser um bom líder,O que é benchmarking? Veja quando um concorrente se torna inspiração!
8855523843512271162,Cross-channel user experiences with Drupal (awesome video demo!),Dries Buytaert,Drupal and ambitious digital experiences,Drupal 8.1.0 is now available,14 Cool Drupal 8 modules for site builders | August 2016
-290301761563498796,Cross-channel user experiences with Drupal (awesome video demo!),Dries Buytaert,Drupal and ambitious digital experiences,Drupal 8.1.0 is now available,14 Cool Drupal 8 modules for site builders | August 2016
4432373331608915019,12 Agile principles,Embracing Agile,An operating model for company-wide agile development,Dark Scrum,"Microsoft comprará LinkedIn por 26,2 bilhões de dólares | EXAME.com"
-5833749125541124532,Vídeos motivacionais: os 21 vídeos mais incríveis.,Dicas para aumentar produtividade: 14 dicas incríveis.,Quando o Scrum irá falhar - Tableless,Cinco competências comportamentais para você ser um bom líder,O que é benchmarking? Veja quando um concorrente se torna inspiração!
-6674945460600816442,Confira as novidades apresentadas no Google I/O 2016,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,Seja esperto no trabalho: Melhore a comunicação na empresa com 12 robôs,Saying �� to Allo and Duo: new apps for smart messaging and video calling,7 motivos para você acordar às 5 da manhã - Tudo Pela Arte
2279740393166882579,The Progress of Web Apps - On the Edge,The Business Case for Progressive Web Apps,Platform Overview,Infrequently Noted,The web is Doom - mobiForge
-867171338823652769,As expectativas das mulheres da Geração Y são muitas,A saga do jovem CEO da Dasa,[Books] Biblioteca FIXE: Sugestões de Leitura,Cinco competências comportamentais para você ser um bom líder,Especialistas trazem tendências de UX para 2017 - KingHost
2568936369305837696,Cookbook,Android Studio 2.0 | Android Developers Blog,One weird trick that will change the way you code forever: JavaScript TDD,Clean Coder Blog,Novidades do Android Studio 2.2
3028038382445447853,Vídeos motivacionais: os 21 vídeos mais incríveis.,Dicas para aumentar produtividade: 14 dicas incríveis.,Quando o Scrum irá falhar - Tableless,Cinco competências comportamentais para você ser um bom líder,O que é benchmarking? Veja quando um concorrente se torna inspiração!
-8891033171626175843,How Companies Are Using Machine Learning to Get Faster and More Efficient,How Leaders Can Let Go Without Losing Control,How CEOs Can Keep Their Analytics Programs from Being a Waste of Time,Who sponsors Drupal development? | Dries Buytaert,The Great Library
-8984152171875293281,How Companies Are Using Machine Learning to Get Faster and More Efficient,How Leaders Can Let Go Without Losing Control,How CEOs Can Keep Their Analytics Programs from Being a Waste of Time,Who sponsors Drupal development? | Dries Buytaert,The Great Library
2878978621264298198,How Companies Are Using Machine Learning to Get Faster and More Efficient,How Leaders Can Let Go Without Losing Control,How CEOs Can Keep Their Analytics Programs from Being a Waste of Time,Who sponsors Drupal development? | Dries Buytaert,The Great Library
-9060214117327732109,Optimizing Elasticsearch Searches,29 Common Google Analytics Data Errors And How To Fix Them,Real World Swift Performance,A Beginner's Guide To Understanding Convolutional Neural Networks,"Stream processing, Event sourcing, Reactive, CEP... and making sense of it all"
7842090627885077038,A saga do jovem CEO da Dasa,"Empresas brasileiras correm para ""ajustar"" cultura interna | EXAME.com","Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",Por que o Walmart não é Walmart no Brasil,"Conheça as ferramentas digitais que utilizo na minha empresa para resolver problemas, tornar o..."
8237333675050684529,A saga do jovem CEO da Dasa,"Empresas brasileiras correm para ""ajustar"" cultura interna | EXAME.com","Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",Por que o Walmart não é Walmart no Brasil,"Conheça as ferramentas digitais que utilizo na minha empresa para resolver problemas, tornar o..."
6120111409505648242,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",Nubank: o futuro dos cartões de crédito [CT Entrevista] - Canaltech Entrevista,Especial: 5 startups brasileiras que podem tornar-se Unicórnios,Nubank pode fechar as portas se BC confirmar mudança amanhã,Nova regra do Banco Central pode significar o fim do Nubank; entenda - IDG Now!
-8446209748110806120,Atom Bank launches app-only savings account for iPhones,App-only bank Atom just launched - here's what it looks like,Digital banking: Mondo hopes to become the Google or Facebook of the sector,Mobile-Only Challenger Banks Are Shaping the Future of Financial Services Industry,Building a digital-banking business
490109768671667408,Atlassian launches Bitbucket Pipelines,Stackdriver Debugger now works with source code directly in GitHub and Bitbucket,Git Large File Storage (Git LFS) now in Bitbucket Cloud - Bitbucket,The Business Case for Continuous Delivery | Continuous Delivery | Atlassian,Taking Microservices Home - NGINX
-2720944634081565632,A saga do jovem CEO da Dasa,"Empresas brasileiras correm para ""ajustar"" cultura interna | EXAME.com","Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",Por que o Walmart não é Walmart no Brasil,"Conheça as ferramentas digitais que utilizo na minha empresa para resolver problemas, tornar o..."
-4028919343899978105,The Truth About Multiple H1 Tags in the HTML5 Era,"Facebook's New Mobile Test Framework Births Bottom Tab Bar Navigation Redesign For iOS 5, 6, & 7","Globo.com Uses NGINX for Streaming Media to 500,000+ Viewers",[Tools] 12 Apps for Live-streaming Video,Globo.com ramps up live streaming for Olympic Games | ZDNet
-8606085472606356565,Mobile marketing statistics 2016,Google : End Of The Online Advertising Bubble,This year's Founders' Letter,"Telecoms open shop on Madison Avenue, but will brands buy?",Breaking: Apple's Search Ads go LIVE!
9191849144618614467,A saga do jovem CEO da Dasa,"Empresas brasileiras correm para ""ajustar"" cultura interna | EXAME.com","Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",Por que o Walmart não é Walmart no Brasil,"Conheça as ferramentas digitais que utilizo na minha empresa para resolver problemas, tornar o..."
7585672106741478592,"Tenho várias ideias de negócios, qual devo levar adiante?",Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,Vídeos motivacionais: os 21 vídeos mais incríveis.,Quando o Scrum irá falhar - Tableless,"SINAIS do FUTURO imediato: #1, internet das coisas"
8014392542728644887,A saga do jovem CEO da Dasa,"Empresas brasileiras correm para ""ajustar"" cultura interna | EXAME.com","Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",Por que o Walmart não é Walmart no Brasil,"Conheça as ferramentas digitais que utilizo na minha empresa para resolver problemas, tornar o..."
-2690891220216547125,3Dprintler lets you order a 3D print via chatbot,How to finish 3D printed PLA objects,Kickstarter 3D printer will print circuit boards as part of your designs,"Signs suggest that 101Hero, the $49 3D printer, was too good to be true",Five priorities for competing in an era of digital globalization
-4490476523398330782,Vision API - Image Content Analysis,"How to build a robot that ""sees"" with $100 and TensorFlow",Why image recognition is about to transform business,"Google Cloud Machine Learning family grows with new API, editions and pricing","5. History lesson: Drupal Commerce, Commerce Guys, and Acquia"
-8411878656309735649,A saga do jovem CEO da Dasa,"Empresas brasileiras correm para ""ajustar"" cultura interna | EXAME.com","Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",Por que o Walmart não é Walmart no Brasil,"Conheça as ferramentas digitais que utilizo na minha empresa para resolver problemas, tornar o..."
-7180761520671049625,Optimizing Elasticsearch Searches,29 Common Google Analytics Data Errors And How To Fix Them,Real World Swift Performance,A Beginner's Guide To Understanding Convolutional Neural Networks,"Stream processing, Event sourcing, Reactive, CEP... and making sense of it all"
-2506588480334766847,Testes unitários vs aceitação - Android Dev BR,Vídeos de testes unitários em sistemas embarcados - Embarcados,Custo do Erro - Cinco motivos para investir em automação de testes,3 noções básicas essenciais para a criação de uma suíte de automação para aplicativos web,Quando o Scrum irá falhar - Tableless
2828232395245246552,Frequently asked questions about design sprints - InVision Blog,Scrum Community - Scrum Alliance,Boot camp São Paulo/SP :: Torne-se um Service Design Sprint Master,12 Agile principles,Don't Estimate the Sprint Backlog Using Task Points
1671960877913596679,DevOps,TI Bimodal? Receita para o desastre...,[Books] Biblioteca FIXE: Sugestões de Leitura,"O que aprendemos com os modelos de gestão da Google, Netflix e Dell  Leia mais em Endeavor @ https://endeavor.org.br/modelo-gesta-dell-netflix-google/",Cinco competências essenciais ao IT Leaders - CIO
908938729693125261,"What's new in Android: the N-Release, Virtual Reality, Android Studio 2.2 and more | Android Developers Blog",Android Studio 2.2,Novidades do Android Studio 2.2,Google I/O 2016: Android's failure to innovate hands a Apple free run at WWDC,Android Studio 2.0 | Android Developers Blog
7712504245368411024,DevOps,TI Bimodal? Receita para o desastre...,[Books] Biblioteca FIXE: Sugestões de Leitura,"O que aprendemos com os modelos de gestão da Google, Netflix e Dell  Leia mais em Endeavor @ https://endeavor.org.br/modelo-gesta-dell-netflix-google/",Cinco competências essenciais ao IT Leaders - CIO
-9109785559521267180,Bitbucket Pipelines Beta: continuous delivery inside Bitbucket - Bitbucket,[Tools] See how the JIRA Portfolio team uses JIRA Portfolio,Git Large File Storage (Git LFS) now in Bitbucket Cloud - Bitbucket,Introducing JIRA Software for iPhone,Stackdriver Debugger now works with source code directly in GitHub and Bitbucket
-7898880382889684604,"If you think women in tech is just a pipeline problem, you haven't been paying attention - Tech Diversity Files",Glamour Exclusive: President Obama On Feminism and The World He Wants to Leave His Daughters,"In war for talent, 'brogrammers' will be losers",9 Non-Threatening Leadership Strategies for Women,"Agile is Dead, Long Live Continuous Delivery - Gradle"
7337097409801560661,Natura inova e cria bot para auxiliar consumidores a escolherem presentes de natal - Startupi,[Books] Biblioteca FIXE: Sugestões de Leitura,Olhando para o futuro: 5 pontos de atenção,MOBILE TIME - Nascem os primeiros chatbots brasileiros,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi
-1836083230511905974,Bots won't replace apps. Better apps will replace apps.,Google will show AMP URLs before App deep link URLs in mobile results,The End Of Apps As We Know Them - Inside Intercom,Mobile UX Design: The Right Ways to Ask Users for Permissions - UX Planet,How to use Docker to run ASP.NET Core apps on Google App Engine
8414731042150985013,Teaching machines to predict the future,"Deep-learning algorithm predicts photos' memorability at ""near-human"" levels",An MIT Algorithm Predicts the Future by Watching TV,Learn Hiragana: The Ultimate Guide,Google DeepMind researchers built a deep-learning system capable of learning from very little data.
